Category ID,Category Name,Category Label,osm_class,osm_type,osm_tags,osm_extra_tags,mapping_confidence,mapping_source,mapping_note,evidence_match_count,evidence_top_osm_tags,evidence_previous_support_pct,evidence_final_support_pct,evidence_action,evidence_note
52e81612bcbc57f1066b79e7,Circus,Arts and Entertainment > Circus,{'amenity'},{'circus'},amenity=circus,,high,exact_rule,,1,"tourism=theme_park (1, 100.0%)",0.0,0.0,reviewed,
4bf58dd8d48988d18e941735,Comedy Club,Arts and Entertainment > Comedy Club,{'amenity'},{'nightclub'},amenity=nightclub,,high,exact_rule,,8,"amenity=theatre (3, 37.5%); office=government (1, 12.5%); amenity=arts_centre (1, 12.5%); building=yes (1, 12.5%); tourism=artwork (1, 12.5%); amenity=bar (1, 12.5%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b22,Country Club,Arts and Entertainment > Country Club,"{'club', 'leisure'}","{'sport', 'sports_centre'}",club=sport; leisure=sports_centre,,high,exact_rule,,2,"amenity=events_venue (1, 50.0%); leisure=horse_riding (1, 50.0%)",0.0,0.0,reviewed,
52e81612bcbc57f1066b79ef,Country Dance Club,Arts and Entertainment > Country Dance Club,{'amenity'},{'nightclub'},amenity=nightclub,,high,exact_rule,,2,"amenity=school (2, 100.0%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b23,Dance Hall,Arts and Entertainment > Dance Hall,{'leisure'},{'dance'},leisure=dance,,high,exact_rule,,0,,,,no evidence,
52e81612bcbc57f1066b79e8,Disc Golf,Arts and Entertainment > Disc Golf,{'leisure'},{'disc_golf_course'},leisure=disc_golf_course,,high,exact_rule,,1,"amenity=cafe (1, 100.0%)",0.0,0.0,reviewed,
63be6904847c3692a84b9c03,Disc Golf Course,Arts and Entertainment > Disc Golf Course,{'leisure'},{'disc_golf_course'},leisure=disc_golf_course,,high,exact_rule,,0,,,,no evidence,
5f2c2834b6d05514c704451e,Escape Room,Arts and Entertainment > Escape Room,{'leisure'},{'escape_game'},leisure=escape_game,,high,exact_rule,,1,"leisure=escape_game (1, 100.0%)",100.0,100.0,reviewed,
56aa371be4b08b9a8d573532,Exhibit,Arts and Entertainment > Exhibit,{'tourism'},{'gallery'},tourism=gallery,,high,exact_rule,,11,"building=yes (2, 18.2%); tourism=artwork (2, 18.2%); tourism=museum (1, 9.1%); historic=memorial (1, 9.1%); craft=jeweller (1, 9.1%); shop=jewelry (1, 9.1%); tourism=zoo (1, 9.1%); leisure=park (1, 9.1%)",0.0,0.0,reviewed,
4eb1daf44b900d56c88a4600,Fair,Arts and Entertainment > Fair,{'landuse'},{'fairground'},landuse=fairground,,high,exact_rule,,6,"amenity=marketplace (2, 33.3%); man_made=works (1, 16.7%); amenity=parking (1, 16.7%); shop=mall (1, 16.7%); shop=electrical (1, 16.7%)",0.0,0.0,reviewed,
4bf58dd8d48988d18d941735,Gaming Cafe,Arts and Entertainment > Gaming Cafe,{'amenity'},{'internet_cafe'},amenity=internet_cafe,,high,exact_rule,,16,"amenity=internet_cafe (4, 25.0%); amenity=cafe (4, 25.0%); amenity=bar (2, 12.5%); club=board_games (1, 6.2%); place=city (1, 6.2%); tourism=theme_park (1, 6.2%); leisure=playground (1, 6.2%); amenity=pub (1, 6.2%)",25.0,25.0,reviewed,
4bf58dd8d48988d1f1931735,General Entertainment,Arts and Entertainment > General Entertainment,{'amenity'},{'events_venue'},amenity=events_venue,,high,exact_rule,,0,,,,no evidence,
52e81612bcbc57f1066b79ea,Go Kart Track,Arts and Entertainment > Go Kart Track,{'leisure'},{'go_karting'},leisure=go_karting,,high,exact_rule,,4,"shop=hairdresser (1, 25.0%); tourism=attraction (1, 25.0%); amenity=cafe (1, 25.0%); tourism=theme_park (1, 25.0%)",0.0,0.0,reviewed,
4bf58dd8d48988d1f0941735,Internet Cafe,Arts and Entertainment > Internet Cafe,{'amenity'},{'internet_cafe'},amenity=internet_cafe,,high,exact_rule,,35,"amenity=internet_cafe (15, 42.9%); amenity=cafe (7, 20.0%); shop=computer (5, 14.3%); leisure=amusement_arcade (2, 5.7%); shop=copyshop (1, 2.9%); office=it (1, 2.9%); amenity=post_office (1, 2.9%); shop=yes (1, 2.9%)",42.9,42.9,reviewed,
5744ccdfe4b0c0459246b4bb,Karaoke Box,Arts and Entertainment > Karaoke Box,{'amenity'},{'karaoke_box'},amenity=karaoke_box,,high,exact_rule,,0,,,,no evidence,
52e81612bcbc57f1066b79e6,Laser Tag Center,Arts and Entertainment > Laser Tag Center,{'leisure'},{'laser_tag'},leisure=laser_tag,,high,exact_rule,,0,,,,no evidence,
52e81612bcbc57f1066b79eb,Mini Golf Course,Arts and Entertainment > Mini Golf Course,{'leisure'},{'miniature_golf'},leisure=miniature_golf,,high,exact_rule,,4,"leisure=miniature_golf (3, 75.0%); office=company (1, 25.0%)",75.0,75.0,reviewed,
4bf58dd8d48988d17f941735,Movie Theater,Arts and Entertainment > Movie Theater,{'amenity'},{'cinema'},amenity=cinema,,parent_union,parent_union,Parent category: union of descendant OSM mappings after category-match corrections.,96,"amenity=cinema (83, 86.5%); amenity=community_centre (2, 2.1%); amenity=theatre (1, 1.0%); club=cinema (1, 1.0%); building=office (1, 1.0%); shop=vacant (1, 1.0%); amenity=restaurant (1, 1.0%); building=house (1, 1.0%)",86.5,86.5,reviewed,
56aa371be4b08b9a8d5734de,Drive-in Theater,Arts and Entertainment > Movie Theater > Drive-in Theater,{'amenity'},{'cinema'},amenity=cinema,,high,exact_rule,,1,"building=dormitory (1, 100.0%)",0.0,0.0,reviewed,
4bf58dd8d48988d17e941735,Indie Movie Theater,Arts and Entertainment > Movie Theater > Indie Movie Theater,{'amenity'},{'cinema'},amenity=cinema,,high,exact_rule,,16,"amenity=cinema (13, 81.2%); amenity=theatre (1, 6.2%); amenity=cafe (1, 6.2%); office=company (1, 6.2%)",81.2,81.2,reviewed,
4bf58dd8d48988d180941735,Multiplex,Arts and Entertainment > Movie Theater > Multiplex,{'amenity'},{'cinema'},amenity=cinema,,high,exact_rule,,0,,,,no evidence,
4bf58dd8d48988d181941735,Museum,Arts and Entertainment > Museum,{'tourism'},{'museum'},tourism=museum,,parent_union,parent_union,Parent category: union of descendant OSM mappings after category-match corrections.,98,"tourism=museum (79, 80.6%); tourism=attraction (7, 7.1%); building=yes (4, 4.1%); amenity=community_centre (2, 2.0%); amenity=museum (1, 1.0%); historic=building (1, 1.0%); historic=memorial (1, 1.0%); building=müze (1, 1.0%)",80.6,80.6,reviewed,
4bf58dd8d48988d18f941735,Art Museum,Arts and Entertainment > Museum > Art Museum,{'tourism'},{'museum'},tourism=museum,,high,exact_rule,,28,"tourism=museum (23, 82.1%); amenity=arts_centre (1, 3.6%); tourism=hotel (1, 3.6%); natural=cave_entrance (1, 3.6%); shop=art (1, 3.6%); building=yes (1, 3.6%)",82.1,82.1,reviewed,
559acbe0498e472f1a53fa23,Erotic Museum,Arts and Entertainment > Museum > Erotic Museum,{'tourism'},{'museum'},tourism=museum,,high,exact_rule,,0,,,,no evidence,
4bf58dd8d48988d190941735,History Museum,Arts and Entertainment > Museum > History Museum,{'tourism'},{'museum'},tourism=museum,,high,exact_rule,,154,"tourism=museum (120, 77.9%); tourism=attraction (8, 5.2%); building=yes (6, 3.9%); historic=building (4, 2.6%); amenity=place_of_worship (3, 1.9%); historic=castle (1, 0.6%); man_made=tower (1, 0.6%); historic=fort (1, 0.6%)",77.9,77.9,reviewed,
4bf58dd8d48988d191941735,Science Museum,Arts and Entertainment > Museum > Science Museum,{'tourism'},{'museum'},tourism=museum,,high,exact_rule,,11,"tourism=museum (9, 81.8%); office=educational_institution (1, 9.1%); building=university (1, 9.1%)",81.8,81.8,reviewed,
4bf58dd8d48988d11f941735,Night Club,Arts and Entertainment > Night Club,{'amenity'},{'nightclub'},amenity=nightclub,,high,exact_rule,,146,"amenity=nightclub (71, 48.6%); amenity=bar (31, 21.2%); amenity=restaurant (12, 8.2%); amenity=pub (6, 4.1%); building=yes (3, 2.1%); amenity=cafe (3, 2.1%); tourism=hotel (3, 2.1%); amenity=events_venue (2, 1.4%)",48.6,48.6,reviewed,
5744ccdfe4b0c0459246b4b8,Pachinko Parlor,Arts and Entertainment > Pachinko Parlor,{'amenity'},{'gambling'},amenity=gambling,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b24,Party Center,Arts and Entertainment > Party Center,{'amenity'},{'events_venue'},amenity=events_venue,,high,exact_rule,,0,,,,no evidence,
4bf58dd8d48988d1f2931735,Performing Arts Venue,Arts and Entertainment > Performing Arts Venue,{'amenity'},"{'arts_centre', 'music_venue', 'nightclub', 'theatre'}",amenity=arts_centre; amenity=music_venue; amenity=nightclub; amenity=theatre,,parent_union,parent_union,Parent category: union of descendant OSM mappings after category-match corrections.,34,"amenity=theatre (8, 23.5%); amenity=bar (3, 8.8%); building=yes (2, 5.9%); amenity=arts_centre (2, 5.9%); shop=tattoo (2, 5.9%); amenity=community_centre (1, 2.9%); place=hamlet (1, 2.9%); office=coworking (1, 2.9%)",29.4,29.4,reviewed,
56aa371be4b08b9a8d5734db,Amphitheater,Arts and Entertainment > Performing Arts Venue > Amphitheater,{'amenity'},{'theatre'},amenity=theatre,,high,exact_rule,,3,"shop=perfumery (1, 33.3%); amenity=theatre (1, 33.3%); landuse=commercial (1, 33.3%)",33.3,33.3,reviewed,
5032792091d4c4b30a586d5c,Concert Hall,Arts and Entertainment > Performing Arts Venue > Concert Hall,{'amenity'},"{'arts_centre', 'music_venue'}",amenity=arts_centre; amenity=music_venue,,high,exact_rule,,26,"amenity=nightclub (4, 15.4%); amenity=theatre (4, 15.4%); building=yes (3, 11.5%); amenity=bar (3, 11.5%); office=company (2, 7.7%); amenity=community_centre (2, 7.7%); leisure=dance (2, 7.7%); club=tourism (1, 3.8%)",0.0,0.0,reviewed,
4bf58dd8d48988d135941735,Indie Theater,Arts and Entertainment > Performing Arts Venue > Indie Theater,{'amenity'},{'theatre'},amenity=theatre,,high,exact_rule,,3,"amenity=theatre (1, 33.3%); amenity=community_centre (1, 33.3%); amenity=place_of_worship (1, 33.3%)",33.3,33.3,reviewed,
4bf58dd8d48988d1e5931735,Music Venue,Arts and Entertainment > Performing Arts Venue > Music Venue,{'amenity'},"{'music_venue', 'nightclub'}",amenity=music_venue; amenity=nightclub,,parent_union,parent_union,Parent category: union of descendant OSM mappings after category-match corrections.,55,"amenity=bar (8, 14.5%); amenity=restaurant (5, 9.1%); amenity=nightclub (5, 9.1%); amenity=cafe (4, 7.3%); shop=musical_instrument (4, 7.3%); amenity=music_school (3, 5.5%); amenity=pub (3, 5.5%); amenity=theatre (3, 5.5%)",9.1,9.1,reviewed,
4bf58dd8d48988d1e7931735,Jazz and Blues Venue,Arts and Entertainment > Performing Arts Venue > Music Venue > Jazz and Blues Venue,{'amenity'},{'music_venue'},amenity=music_venue,,high,exact_rule,,7,"amenity=bar (3, 42.9%); amenity=cafe (1, 14.3%); shop=books (1, 14.3%); amenity=restaurant (1, 14.3%); building=yes (1, 14.3%)",0.0,0.0,reviewed,
4bf58dd8d48988d1e9931735,Rock Club,Arts and Entertainment > Performing Arts Venue > Music Venue > Rock Club,{'amenity'},"{'music_venue', 'nightclub'}",amenity=music_venue; amenity=nightclub,,high,exact_rule,,6,"amenity=bar (2, 33.3%); amenity=cafe (1, 16.7%); shop=clothes (1, 16.7%); amenity=pub (1, 16.7%); club=yes (1, 16.7%)",0.0,0.0,reviewed,
4bf58dd8d48988d136941735,Opera House,Arts and Entertainment > Performing Arts Venue > Opera House,{'amenity'},{'theatre'},amenity=theatre,,high,exact_rule,,1,"amenity=theatre (1, 100.0%)",100.0,100.0,reviewed,
4bf58dd8d48988d137941735,Theater,Arts and Entertainment > Performing Arts Venue > Theater,{'amenity'},{'theatre'},amenity=theatre,,high,exact_rule,,95,"amenity=theatre (74, 77.9%); building=yes (5, 5.3%); amenity=arts_centre (3, 3.2%); amenity=concert_hall (1, 1.1%); amenity=social_facility (1, 1.1%); leisure=theatre (1, 1.1%); office=educational_institution (1, 1.1%); building=school (1, 1.1%)",77.9,77.9,reviewed,
4bf58dd8d48988d192941735,Planetarium,Arts and Entertainment > Planetarium,{'amenity'},{'planetarium'},amenity=planetarium,,high,exact_rule,,2,"building=university (1, 50.0%); amenity=planetarium (1, 50.0%)",50.0,50.0,reviewed,
4bf58dd8d48988d1e3931735,Pool Hall,Arts and Entertainment > Pool Hall,{'amenity'},{'pool_hall'},amenity=pool_hall,,high,exact_rule,,15,"amenity=bar (3, 20.0%); amenity=restaurant (3, 20.0%); leisure=sports_centre (3, 20.0%); amenity=cafe (1, 6.7%); shop=kiosk (1, 6.7%); tourism=hotel (1, 6.7%); club=billiard (1, 6.7%); amenity=pub (1, 6.7%)",0.0,0.0,reviewed,
52f2ab2ebcbc57f1066b8b43,Psychic and Astrologer,Arts and Entertainment > Psychic and Astrologer,{'craft'},{'psychic'},craft=psychic,,high,exact_rule,,1,"shop=perfumery (1, 100.0%)",0.0,0.0,reviewed,
507c8c4091d498d9fc8c67a9,Public Art,Arts and Entertainment > Public Art,{'tourism'},{'artwork'},tourism=artwork,,parent_union,parent_union,Parent category: union of descendant OSM mappings after category-match corrections.,17,"amenity=community_centre (2, 11.8%); building=yes (2, 11.8%); amenity=library (2, 11.8%); amenity=bar (1, 5.9%); shop=convenience (1, 5.9%); man_made=adit (1, 5.9%); tourism=museum (1, 5.9%); amenity=theatre (1, 5.9%)",5.9,5.9,reviewed,
52e81612bcbc57f1066b79ed,Outdoor Sculpture,Arts and Entertainment > Public Art > Outdoor Sculpture,{'tourism'},{'artwork'},tourism=artwork,,high,exact_rule,,25,"tourism=artwork (12, 48.0%); historic=memorial (7, 28.0%); historic=monument (3, 12.0%); amenity=place_of_worship (1, 4.0%); tourism=attraction (1, 4.0%); tourism=viewpoint (1, 4.0%)",48.0,48.0,reviewed,
52e81612bcbc57f1066b79ee,Street Art,Arts and Entertainment > Public Art > Street Art,{'tourism'},{'artwork'},tourism=artwork,,high,exact_rule,,7,"place=village (1, 14.3%); leisure=park (1, 14.3%); amenity=place_of_worship (1, 14.3%); building=yes (1, 14.3%); amenity=car_wash (1, 14.3%); historic=monument (1, 14.3%); tourism=attraction (1, 14.3%)",0.0,0.0,reviewed,
52e81612bcbc57f1066b79e9,Roller Rink,Arts and Entertainment > Roller Rink,{'leisure'},{'roller_rink'},leisure=roller_rink,,high,exact_rule,,1,"leisure=fitness_centre (1, 100.0%)",0.0,0.0,reviewed,
52e81612bcbc57f1066b79ec,Salsa Club,Arts and Entertainment > Salsa Club,"{'amenity', 'leisure'}","{'dance', 'nightclub'}",amenity=nightclub; leisure=dance,,high,exact_rule,,2,"shop=copyshop (1, 50.0%); leisure=dance (1, 50.0%)",50.0,50.0,reviewed,
56aa371be4b08b9a8d5734f9,Samba School,Arts and Entertainment > Samba School,{'amenity'},"{'dancing_school', 'music_school'}",amenity=dancing_school; amenity=music_school,,high,exact_rule,,0,,,,no evidence,
4bf58dd8d48988d184941735,Stadium,Arts and Entertainment > Stadium,{'leisure'},{'stadium'},leisure=stadium,,parent_union,parent_union,Parent category: union of descendant OSM mappings after category-match corrections.,25,"leisure=sports_centre (8, 32.0%); leisure=stadium (7, 28.0%); leisure=pitch (4, 16.0%); building=yes (2, 8.0%); shop=sports (1, 4.0%); landuse=residential (1, 4.0%); building=university (1, 4.0%); building=school (1, 4.0%)",28.0,28.0,reviewed,
4bf58dd8d48988d18c941735,Baseball Stadium,Arts and Entertainment > Stadium > Baseball Stadium,{'leisure'},{'stadium'},leisure=stadium,,high,exact_rule,,0,,,,no evidence,
4bf58dd8d48988d18b941735,Basketball Stadium,Arts and Entertainment > Stadium > Basketball Stadium,{'leisure'},{'stadium'},leisure=stadium,,high,exact_rule,,14,"leisure=sports_centre (5, 35.7%); leisure=pitch (3, 21.4%); leisure=fitness_centre (2, 14.3%); leisure=sports_hall (1, 7.1%); shop=sports (1, 7.1%); leisure=stadium (1, 7.1%); building=yes (1, 7.1%)",7.1,7.1,reviewed,
4bf58dd8d48988d189941735,Football Stadium,Arts and Entertainment > Stadium > Football Stadium,{'leisure'},{'stadium'},leisure=stadium,,high,exact_rule,,11,"leisure=pitch (4, 36.4%); leisure=stadium (4, 36.4%); leisure=sports_centre (2, 18.2%); building=yes (1, 9.1%)",36.4,36.4,reviewed,
4bf58dd8d48988d185941735,Hockey Stadium,Arts and Entertainment > Stadium > Hockey Stadium,{'leisure'},{'stadium'},leisure=stadium,,high,exact_rule,,0,,,,no evidence,
56aa371be4b08b9a8d573556,Rugby Stadium,Arts and Entertainment > Stadium > Rugby Stadium,{'leisure'},{'stadium'},leisure=stadium,,high,exact_rule,,0,,,,no evidence,
4bf58dd8d48988d188941735,Soccer Stadium,Arts and Entertainment > Stadium > Soccer Stadium,{'leisure'},{'stadium'},leisure=stadium,,high,exact_rule,,57,"leisure=stadium (25, 43.9%); leisure=pitch (22, 38.6%); leisure=sports_centre (5, 8.8%); building=stadium (2, 3.5%); amenity=social_centre (1, 1.8%); building=roof (1, 1.8%); leisure=sports_hall (1, 1.8%)",43.9,43.9,reviewed,
4e39a891bd410d7aed40cbc2,Tennis Stadium,Arts and Entertainment > Stadium > Tennis Stadium,{'leisure'},{'stadium'},leisure=stadium,,high,exact_rule,,3,"leisure=pitch (1, 33.3%); office=educational_institution (1, 33.3%); leisure=sports_centre (1, 33.3%)",0.0,0.0,reviewed,
4bf58dd8d48988d187941735,Track Stadium,Arts and Entertainment > Stadium > Track Stadium,{'leisure'},{'stadium'},leisure=stadium,,high,exact_rule,,2,"leisure=stadium (1, 50.0%); leisure=sports_centre (1, 50.0%)",50.0,50.0,reviewed,
4bf58dd8d48988d1d6941735,Strip Club,Arts and Entertainment > Strip Club,{'amenity'},{'stripclub'},amenity=stripclub,,high,exact_rule,,21,"amenity=stripclub (8, 38.1%); amenity=nightclub (2, 9.5%); building=school (2, 9.5%); amenity=bar (1, 4.8%); building=yes (1, 4.8%); place=suburb (1, 4.8%); amenity=pub (1, 4.8%); leisure=park (1, 4.8%)",38.1,38.1,reviewed,
63be6904847c3692a84b9b25,Ticket Seller,Arts and Entertainment > Ticket Seller,{'shop'},{'ticket'},shop=ticket,,high,exact_rule,,1,"building=commercial (1, 100.0%)",0.0,0.0,reviewed,
5f2c14a5b6d05514c7042eb7,VR Cafe,Arts and Entertainment > VR Cafe,{'leisure'},{'amusement_arcade'},leisure=amusement_arcade,,high,exact_rule,,0,,,,no evidence,
4bf58dd8d48988d193941735,Water Park,Arts and Entertainment > Water Park,{'leisure'},{'water_park'},leisure=water_park,,high,exact_rule,,22,"leisure=water_park (9, 40.9%); leisure=park (3, 13.6%); leisure=swimming_pool (2, 9.1%); amenity=public_bath (2, 9.1%); amenity=cafe (1, 4.5%); tourism=hotel (1, 4.5%); shop=massage (1, 4.5%); building=yes (1, 4.5%)",40.9,40.9,reviewed,
4bf58dd8d48988d17b941735,Zoo,Arts and Entertainment > Zoo,{'tourism'},{'zoo'},tourism=zoo,,parent_union,parent_union,Parent category: union of descendant OSM mappings after category-match corrections.,7,"tourism=zoo (4, 57.1%); shop=hunting (1, 14.3%); shop=yes (1, 14.3%); tourism=attraction (1, 14.3%)",57.1,57.1,reviewed,
58daa1558bbb0b01f18ec1fd,Zoo Exhibit,Arts and Entertainment > Zoo > Zoo Exhibit,{'tourism'},{'zoo'},tourism=zoo,,high,exact_rule,,5,"tourism=attraction (3, 60.0%); tourism=aquarium (1, 20.0%); leisure=park (1, 20.0%)",0.0,0.0,reviewed,
